"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"15000","1","31-33","54","0","2017","A","",1,5237,502341134,0,0,1845,95915,"",5.20,24.37,31.39,0.00,0.00,1.29,1.29,"",0,0.0,242,4.8,32213063,6.9,0,0.0,0,0.0,35,1.9,1803,1.9
"15000","1","336","55","0","2017","A","",1,5237,502341134,0,0,1845,95915,"",15.96,29.39,38.23,0.00,0.00,1.30,1.30,"",0,0.0,242,4.8,32213063,6.9,0,0.0,0,0.0,35,1.9,1803,1.9
"15000","1","3366","56","0","2017","A","",1,5237,502341134,0,0,1845,95915,"",17.10,31.68,40.88,0.00,0.00,1.29,1.29,"",0,0.0,242,4.8,32213063,6.9,0,0.0,0,0.0,35,1.9,1803,1.9
"15000","1","33661","57","0","2017","A","",1,5237,502341134,0,0,1845,95915,"",17.10,31.68,40.88,0.00,0.00,1.29,1.29,"",0,0.0,242,4.8,32213063,6.9,0,0.0,0,0.0,35,1.9,1803,1.9
"15000","1","336611","58","0","2017","A","",1,5237,502341134,0,0,1845,95915,"",17.10,31.68,40.88,0.00,0.00,1.29,1.29,"",0,0.0,242,4.8,32213063,6.9,0,0.0,0,0.0,35,1.9,1803,1.9
"15000","1","44-45","54","0","2017","A","",24,2534,69469867,0,0,527,27411,"",8.56,12.49,11.41,0.00,0.00,0.91,0.91,"",0,0.0,-44,-1.7,-224076,-0.3,0,0.0,0,0.0,7,1.3,376,1.4
"15000","1","442","55","0","2017","A","",1,35,635796,0,0,349,18166,"",4.35,33.61,29.40,0.00,0.00,0.87,0.87,"",0,0.0,0,0.0,-11840,-1.8,0,0.0,0,0.0,-12,-3.3,-606,-3.2
"15000","1","4421","56","0","2017","A","",1,35,635796,0,0,349,18166,"",239.43,219.91,245.22,0.00,0.00,1.12,1.12,"",0,0.0,0,0.0,-11840,-1.8,0,0.0,0,0.0,-12,-3.3,-606,-3.2
"15000","1","44211","57","0","2017","A","",1,35,635796,0,0,349,18166,"",239.43,219.91,245.22,0.00,0.00,1.12,1.12,"",0,0.0,0,0.0,-11840,-1.8,0,0.0,0,0.0,-12,-3.3,-606,-3.2
"15000","1","442110","58","0","2017","A","",1,35,635796,0,0,349,18166,"",239.43,219.91,245.22,0.00,0.00,1.12,1.12,"",0,0.0,0,0.0,-11840,-1.8,0,0.0,0,0.0,-12,-3.3,-606,-3.2
"15000","1","443","55","0","2017","A","",1,11,272152,0,0,462,24013,"",239.43,219.91,245.22,0.00,0.00,1.12,1.12,"",0,0.0,-1,-8.3,11178,4.3,0,0.0,0,0.0,41,9.7,2113,9.6
"15000","1","4431","56","0","2017","A","",1,11,272152,0,0,462,24013,"",239.43,219.91,245.22,0.00,0.00,1.12,1.12,"",0,0.0,-1,-8.3,11178,4.3,0,0.0,0,0.0,41,9.7,2113,9.6
"15000","1","44314","57","0","2017","A","",1,11,272152,0,0,462,24013,"",239.43,219.91,245.22,0.00,0.00,1.12,1.12,"",0,0.0,-1,-8.3,11178,4.3,0,0.0,0,0.0,41,9.7,2113,9.6
"15000","1","443141","58","0","2017","A","",1,11,272152,0,0,462,24013,"",239.43,219.91,245.22,0.00,0.00,1.12,1.12,"",0,0.0,-1,-8.3,11178,4.3,0,0.0,0,0.0,41,9.7,2113,9.6
"15000","1","444","55","0","2017","A","",1,98,2274483,0,0,444,23111,"",239.43,219.91,245.22,0.00,0.00,1.12,1.12,"",0,0.0,-2,-2.0,-95063,-4.0,0,0.0,0,0.0,-12,-2.6,-604,-2.5
"15000","1","4442","56","0","2017","A","",1,98,2274483,0,0,444,23111,"",239.43,219.91,245.22,0.00,0.00,1.12,1.12,"",0,0.0,-2,-2.0,-95063,-4.0,0,0.0,0,0.0,-12,-2.6,-604,-2.5
"15000","1","44422","57","0","2017","A","",1,98,2274483,0,0,444,23111,"",239.43,219.91,245.22,0.00,0.00,1.12,1.12,"",0,0.0,-2,-2.0,-95063,-4.0,0,0.0,0,0.0,-12,-2.6,-604,-2.5
"15000","1","444220","58","0","2017","A","",1,98,2274483,0,0,444,23111,"",239.43,219.91,245.22,0.00,0.00,1.12,1.12,"",0,0.0,-2,-2.0,-95063,-4.0,0,0.0,0,0.0,-12,-2.6,-604,-2.5
"15000","1","445","55","0","2017","A","",14,596,23753902,0,0,767,39878,"",17.01,10.95,11.53,0.00,0.00,1.05,1.05,"",-1,-6.7,-5,-0.8,130832,0.6,0,0.0,0,0.0,11,1.5,588,1.5
"15000","1","4451","56","0","2017","A","",14,596,23753902,0,0,767,39878,"",17.19,10.97,11.54,0.00,0.00,1.05,1.05,"",-1,-6.7,-5,-0.8,130832,0.6,0,0.0,0,0.0,11,1.5,588,1.5
"15000","1","44511","57","0","2017","A","",5,449,20600182,0,0,882,45855,"",7.08,8.78,10.41,0.00,0.00,1.19,1.18,"",0,0.0,-6,-1.3,572580,2.9,0,0.0,0,0.0,36,4.3,1879,4.3
"15000","1","445110","58","0","2017","A","",5,449,20600182,0,0,882,45855,"",7.08,8.78,10.41,0.00,0.00,1.19,1.18,"",0,0.0,-6,-1.3,572580,2.9,0,0.0,0,0.0,36,4.3,1879,4.3
"15000","1","44512","57","0","2017","A","",9,146,3153720,0,0,414,21539,"",82.88,45.74,39.74,0.00,0.00,0.87,0.87,"",-1,-10.0,0,0.0,-441748,-12.3,0,0.0,0,0.0,-60,-12.7,-3116,-12.6
"15000","1","445120","58","0","2017","A","",9,146,3153720,0,0,414,21539,"",82.88,45.74,39.74,0.00,0.00,0.87,0.87,"",-1,-10.0,0,0.0,-441748,-12.3,0,0.0,0,0.0,-60,-12.7,-3116,-12.6
"15000","1","452","55","0","2017","A","",5,1787,42291402,0,0,455,23661,"",4.16,12.41,10.75,0.00,0.00,0.87,0.87,"",0,0.0,-36,-2.0,-308609,-0.7,0,0.0,0,0.0,6,1.3,294,1.3
"15000","1","4522","56","0","2017","A","",3,1774,41912511,0,0,454,23629,"",3.44,17.84,15.55,0.00,0.00,0.87,0.87,"N",3,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"15000","1","45221","57","0","2017","A","",3,1774,41912511,0,0,454,23629,"",3.44,17.84,15.55,0.00,0.00,0.87,0.87,"N",3,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"15000","1","452210","58","0","2017","A","",3,1774,41912511,0,0,454,23629,"",3.44,17.84,15.55,0.00,0.00,0.87,0.87,"N",3,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"15000","1","4523","56","0","2017","A","",2,14,378891,0,0,533,27724,"",6.06,0.31,0.31,0.00,0.00,1.00,1.00,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"15000","1","45231","57","0","2017","A","",2,14,378891,0,0,533,27724,"",6.06,0.31,0.31,0.00,0.00,1.00,1.00,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"15000","1","452319","58","0","2017","A","",2,14,378891,0,0,533,27724,"",11.14,0.78,1.04,0.00,0.00,1.37,1.37,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"15000","1","453","55","0","2017","A","",2,7,242132,0,0,716,37251,"",22.80,14.25,21.76,0.00,0.00,1.65,1.65,"",1,100.0,0,0.0,49426,25.6,0,0.0,0,0.0,205,40.1,10671,40.1
"15000","1","4539","56","0","2017","A","",2,7,242132,0,0,716,37251,"",26.60,14.80,23.06,0.00,0.00,1.67,1.68,"",1,100.0,0,0.0,49426,25.6,0,0.0,0,0.0,205,40.1,10671,40.1
"15000","1","45399","57","0","2017","A","",2,7,242132,0,0,716,37251,"",26.60,14.80,23.06,0.00,0.00,1.67,1.68,"",1,100.0,0,0.0,49426,25.6,0,0.0,0,0.0,205,40.1,10671,40.1
"15000","1","453998","58","0","2017","A","",2,7,242132,0,0,716,37251,"",26.60,14.80,23.06,0.00,0.00,1.67,1.68,"",1,100.0,0,0.0,49426,25.6,0,0.0,0,0.0,205,40.1,10671,40.1
"15000","1","48-49","54","0","2017","A","",101,2568,172886710,0,0,1295,67323,"",0.83,0.90,1.11,0.00,0.00,1.24,1.24,"",-3,-2.9,111,4.5,2071506,1.2,0,0.0,0,0.0,-42,-3.1,-2211,-3.2
"15000","1","491","55","0","2017","A","",99,2373,167722997,0,0,1359,70692,"",0.82,0.85,1.13,0.00,0.00,1.33,1.33,"",-3,-2.9,72,3.1,1579424,1.0,0,0.0,0,0.0,-30,-2.2,-1529,-2.1
"15000","1","4911","56","0","2017","A","",99,2373,167722997,0,0,1359,70692,"",0.82,0.85,1.13,0.00,0.00,1.33,1.33,"",-3,-2.9,72,3.1,1579424,1.0,0,0.0,0,0.0,-30,-2.2,-1529,-2.1
"15000","1","49111","57","0","2017","A","",99,2373,167722997,0,0,1359,70692,"",0.82,0.85,1.13,0.00,0.00,1.33,1.33,"",-3,-2.9,72,3.1,1579424,1.0,0,0.0,0,0.0,-30,-2.2,-1529,-2.1
"15000","1","491110","58","0","2017","A","",99,2373,167722997,0,0,1359,70692,"",0.82,0.85,1.13,0.00,0.00,1.33,1.33,"",-3,-2.9,72,3.1,1579424,1.0,0,0.0,0,0.0,-30,-2.2,-1529,-2.1
"15000","1","493","55","0","2017","A","",2,195,5163713,0,0,508,26424,"",43.53,32.05,28.94,0.00,0.00,0.90,0.90,"",0,0.0,39,25.0,492082,10.5,0,0.0,0,0.0,-68,-11.8,-3506,-11.7
"15000","1","4931","56","0","2017","A","",2,195,5163713,0,0,508,26424,"",43.53,32.05,28.94,0.00,0.00,0.90,0.90,"",0,0.0,39,25.0,492082,10.5,0,0.0,0,0.0,-68,-11.8,-3506,-11.7
"15000","1","49311","57","0","2017","A","",2,195,5163713,0,0,508,26424,"",47.89,33.53,33.26,0.00,0.00,0.99,0.99,"",0,0.0,39,25.0,492082,10.5,0,0.0,0,0.0,-68,-11.8,-3506,-11.7
"15000","1","493110","58","0","2017","A","",2,195,5163713,0,0,508,26424,"",47.89,33.53,33.26,0.00,0.00,0.99,0.99,"",0,0.0,39,25.0,492082,10.5,0,0.0,0,0.0,-68,-11.8,-3506,-11.7
"15000","1","51","54","0","2017","A","",1,9,219069,0,0,447,23264,"",1.93,0.30,0.10,0.00,0.00,0.33,0.33,"",0,0.0,0,0.0,7477,3.5,0,0.0,0,0.0,-23,-4.9,-1150,-4.7
"15000","1","512","55","0","2017","A","",1,9,219069,0,0,447,23264,"",39.90,63.84,54.87,0.00,0.00,0.81,0.81,"",0,0.0,0,0.0,7477,3.5,0,0.0,0,0.0,-23,-4.9,-1150,-4.7
"15000","1","5121","56","0","2017","A","",1,9,219069,0,0,447,23264,"",39.90,63.84,54.87,0.00,0.00,0.81,0.81,"",0,0.0,0,0.0,7477,3.5,0,0.0,0,0.0,-23,-4.9,-1150,-4.7
"15000","1","51219","57","0","2017","A","",1,9,219069,0,0,447,23264,"",59.86,70.68,55.18,0.00,0.00,0.76,0.76,"",0,0.0,0,0.0,7477,3.5,0,0.0,0,0.0,-23,-4.9,-1150,-4.7
"15000","1","512199","58","0","2017","A","",1,9,219069,0,0,447,23264,"",59.86,70.68,55.18,0.00,0.00,0.76,0.76,"",0,0.0,0,0.0,7477,3.5,0,0.0,0,0.0,-23,-4.9,-1150,-4.7
"15000","1","52","54","0","2017","A","",6,38,3635780,0,0,1824,94846,"",1.81,0.65,0.61,0.00,0.00,0.93,0.93,"",0,0.0,-3,-7.3,-256464,-6.6,0,0.0,0,0.0,-20,-1.1,-1061,-1.1
"15000","1","522","55","0","2017","A","",6,38,3635780,0,0,1824,94846,"",2.20,1.37,1.67,0.00,0.00,1.21,1.21,"",0,0.0,-3,-7.3,-256464,-6.6,0,0.0,0,0.0,-20,-1.1,-1061,-1.1
"15000","1","5222","56","0","2017","A","",6,38,3635780,0,0,1824,94846,"",2.20,1.37,1.67,0.00,0.00,1.21,1.21,"",0,0.0,-3,-7.3,-256464,-6.6,0,0.0,0,0.0,-20,-1.1,-1061,-1.1
"15000","1","52229","57","0","2017","A","",6,38,3635780,0,0,1824,94846,"",2.20,1.37,1.67,0.00,0.00,1.21,1.21,"",0,0.0,-3,-7.3,-256464,-6.6,0,0.0,0,0.0,-20,-1.1,-1061,-1.1
"15000","1","522292","58","0","2017","A","",5,28,2335772,0,0,1581,82197,"",4.16,2.12,2.81,0.00,0.00,1.31,1.31,"",0,0.0,-2,-6.7,-162946,-6.5,0,0.0,0,0.0,-39,-2.4,-2029,-2.4
"15000","1","522298","58","0","2017","A","",1,10,1300008,0,0,2521,131093,"",0.79,0.94,1.28,0.00,0.00,1.37,1.37,"",0,0.0,-1,-9.1,-93518,-6.7,0,0.0,0,0.0,66,2.7,3442,2.7
"15000","1","54","54","0","2017","A","",18,1979,190439502,0,0,1850,96210,"",3.28,6.88,8.21,0.00,0.00,1.19,1.19,"",-3,-14.3,1,0.1,1598251,0.8,0,0.0,0,0.0,14,0.8,759,0.8
"15000","1","541","55","0","2017","A","",18,1979,190439502,0,0,1850,96210,"",3.28,6.88,8.21,0.00,0.00,1.19,1.19,"",-3,-14.3,1,0.1,1598251,0.8,0,0.0,0,0.0,14,0.8,759,0.8
"15000","1","5412","56","0","2017","A","",2,12,850316,0,0,1317,68482,"",6.84,3.49,5.29,0.00,0.00,1.46,1.46,"",-1,-33.3,-2,-14.3,-90335,-9.6,0,0.0,0,0.0,33,2.6,1690,2.5
"15000","1","54121","57","0","2017","A","",2,12,850316,0,0,1317,68482,"",6.84,3.49,5.29,0.00,0.00,1.46,1.46,"",-1,-33.3,-2,-14.3,-90335,-9.6,0,0.0,0,0.0,33,2.6,1690,2.5
"15000","1","541219","58","0","2017","A","",2,12,850316,0,0,1317,68482,"",7.15,4.69,5.98,0.00,0.00,1.23,1.23,"",-1,-33.3,-2,-14.3,-90335,-9.6,0,0.0,0,0.0,33,2.6,1690,2.5
"15000","1","5413","56","0","2017","A","",8,1927,185834250,0,0,1855,96441,"",2.40,8.73,10.84,0.00,0.00,1.24,1.24,"",0,0.0,6,0.3,1927140,1.0,0,0.0,0,0.0,14,0.8,685,0.7
"15000","1","54133","57","0","2017","A","",8,1927,185834250,0,0,1855,96441,"",2.41,9.19,11.34,0.00,0.00,1.23,1.23,"",0,0.0,6,0.3,1927140,1.0,0,0.0,0,0.0,14,0.8,685,0.7
"15000","1","541330","58","0","2017","A","",8,1927,185834250,0,0,1855,96441,"",2.41,9.19,11.34,0.00,0.00,1.23,1.23,"",0,0.0,6,0.3,1927140,1.0,0,0.0,0,0.0,14,0.8,685,0.7
"15000","1","5415","56","0","2017","A","",2,5,318774,0,0,1291,67110,"",7.60,6.75,7.69,0.00,0.00,1.20,1.20,"",-1,-33.3,0,0.0,-21886,-6.4,0,0.0,0,0.0,63,5.1,3236,5.1
"15000","1","54151","57","0","2017","A","",2,5,318774,0,0,1291,67110,"",7.60,6.75,7.69,0.00,0.00,1.20,1.20,"",-1,-33.3,0,0.0,-21886,-6.4,0,0.0,0,0.0,63,5.1,3236,5.1
"15000","1","541513","58","0","2017","A","",2,5,318774,0,0,1291,67110,"",11.14,8.66,8.87,0.00,0.00,1.08,1.08,"",-1,-33.3,0,0.0,-21886,-6.4,0,0.0,0,0.0,63,5.1,3236,5.1
"15000","1","5417","56","0","2017","A","",1,0,0,0,0,0,0,"",2.16,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"15000","1","54171","57","0","2017","A","",1,0,0,0,0,0,0,"",2.18,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"15000","1","541715","58","0","2017","A","",1,0,0,0,0,0,0,"",2.60,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"15000","1","5418","56","0","2017","A","",2,8,402813,0,0,978,50882,"",10.64,9.21,10.22,0.00,0.00,1.12,1.12,"",-1,-33.3,-1,-11.1,-107895,-21.1,0,0.0,0,0.0,-74,-7.0,-3837,-7.0
"15000","1","54185","57","0","2017","A","",2,8,402813,0,0,978,50882,"",11.97,11.21,12.30,0.00,0.00,1.11,1.11,"",-1,-33.3,-1,-11.1,-107895,-21.1,0,0.0,0,0.0,-74,-7.0,-3837,-7.0
"15000","1","541850","58","0","2017","A","",2,8,402813,0,0,978,50882,"",11.97,11.21,12.30,0.00,0.00,1.11,1.11,"",-1,-33.3,-1,-11.1,-107895,-21.1,0,0.0,0,0.0,-74,-7.0,-3837,-7.0
"15000","1","5419","56","0","2017","A","",3,27,3033349,0,0,2128,110639,"",4.15,1.24,1.58,0.00,0.00,1.26,1.26,"",0,0.0,-2,-6.9,-108773,-3.5,0,0.0,0,0.0,50,2.4,2600,2.4
"15000","1","54199","57","0","2017","A","",3,27,3033349,0,0,2128,110639,"",4.20,1.36,1.62,0.00,0.00,1.17,1.17,"",0,0.0,-2,-6.9,-108773,-3.5,0,0.0,0,0.0,50,2.4,2600,2.4
"15000","1","541990","58","0","2017","A","",3,27,3033349,0,0,2128,110639,"",4.20,1.36,1.62,0.00,0.00,1.17,1.17,"",0,0.0,-2,-6.9,-108773,-3.5,0,0.0,0,0.0,50,2.4,2600,2.4
"15000","1","56","54","0","2017","A","",1,9,157700,0,0,325,16896,"",1.61,1.06,0.53,0.00,0.00,0.48,0.48,"",-2,-66.7,-2,-18.2,-125670,-44.3,0,0.0,0,0.0,-174,-34.9,-9062,-34.9
"15000","1","561","55","0","2017","A","",1,9,157700,0,0,325,16896,"",1.92,1.18,0.57,0.00,0.00,0.47,0.47,"",-2,-66.7,-2,-18.2,-125670,-44.3,0,0.0,0,0.0,-174,-34.9,-9062,-34.9
"15000","1","5611","56","0","2017","A","",0,0,0,0,0,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",-1,-100.0,-1,-100.0,-118854,-100.0,0,0.0,0,0.0,-2493,-100.0,-129659,-100.0
"15000","1","56111","57","0","2017","A","",0,0,0,0,0,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",-1,-100.0,-1,-100.0,-118854,-100.0,0,0.0,0,0.0,-2493,-100.0,-129659,-100.0
"15000","1","561110","58","0","2017","A","",0,0,0,0,0,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",-1,-100.0,-1,-100.0,-118854,-100.0,0,0.0,0,0.0,-2493,-100.0,-129659,-100.0
"15000","1","5615","56","0","2017","A","",1,9,157700,0,0,325,16896,"",2.37,3.62,2.69,0.00,0.00,0.71,0.71,"",-1,-50.0,-1,-10.0,-6816,-4.1,0,0.0,0,0.0,9,2.8,444,2.7
"15000","1","56159","57","0","2017","A","",1,9,157700,0,0,325,16896,"",4.60,4.44,3.16,0.00,0.00,0.69,0.69,"",0,0.0,0,0.0,6642,4.4,0,0.0,0,0.0,14,4.5,711,4.4
"15000","1","561599","58","0","2017","A","",1,9,157700,0,0,325,16896,"",4.60,4.44,3.16,0.00,0.00,0.69,0.69,"",0,0.0,0,0.0,6642,4.4,0,0.0,0,0.0,14,4.5,711,4.4
"15000","1","61","54","0","2017","A","",4,24,1430923,0,0,1147,59622,"",6.38,0.45,0.38,0.00,0.00,0.84,0.84,"",0,0.0,-3,-11.1,-257816,-15.3,0,0.0,0,0.0,-67,-5.5,-3508,-5.6
"15000","1","611","55","0","2017","A","",4,24,1430923,0,0,1147,59622,"",6.38,0.45,0.38,0.00,0.00,0.84,0.84,"",0,0.0,-3,-11.1,-257816,-15.3,0,0.0,0,0.0,-67,-5.5,-3508,-5.6
"15000","1","6111","56","0","2017","A","",1,1,144540,0,0,2780,144540,"",5.44,0.05,0.11,0.00,0.00,2.38,2.38,"",0,0.0,0,0.0,3398,2.4,0,0.0,0,0.0,66,2.4,3398,2.4
"15000","1","61111","57","0","2017","A","",1,1,144540,0,0,2780,144540,"",5.44,0.05,0.11,0.00,0.00,2.38,2.38,"",0,0.0,0,0.0,3398,2.4,0,0.0,0,0.0,66,2.4,3398,2.4
"15000","1","611110","58","0","2017","A","",1,1,144540,0,0,2780,144540,"",5.44,0.05,0.11,0.00,0.00,2.38,2.38,"",0,0.0,0,0.0,3398,2.4,0,0.0,0,0.0,66,2.4,3398,2.4
"15000","1","6113","56","0","2017","A","",1,1,62600,0,0,1204,62600,"",8.87,0.04,0.03,0.00,0.00,0.78,0.77,"",0,0.0,0,0.0,29587,89.6,0,0.0,0,0.0,-66,-5.2,-3426,-5.2
"15000","1","61131","57","0","2017","A","",1,1,62600,0,0,1204,62600,"",8.87,0.04,0.03,0.00,0.00,0.78,0.77,"",0,0.0,0,0.0,29587,89.6,0,0.0,0,0.0,-66,-5.2,-3426,-5.2
"15000","1","611310","58","0","2017","A","",1,1,62600,0,0,1204,62600,"",8.87,0.04,0.03,0.00,0.00,0.78,0.77,"",0,0.0,0,0.0,29587,89.6,0,0.0,0,0.0,-66,-5.2,-3426,-5.2
"15000","1","6116","56","0","2017","A","",2,22,1223783,0,0,1070,55627,"",7.15,9.03,11.91,0.00,0.00,1.32,1.32,"",0,0.0,-3,-12.0,-290801,-19.2,0,0.0,0,0.0,-84,-7.3,-4357,-7.3
"15000","1","61169","57","0","2017","A","",2,22,1223783,0,0,1070,55627,"",8.87,9.54,12.13,0.00,0.00,1.27,1.27,"",0,0.0,-3,-12.0,-290801,-19.2,0,0.0,0,0.0,-84,-7.3,-4357,-7.3
"15000","1","611699","58","0","2017","A","",2,22,1223783,0,0,1070,55627,"",9.39,10.36,13.18,0.00,0.00,1.27,1.27,"",0,0.0,-3,-12.0,-290801,-19.2,0,0.0,0,0.0,-84,-7.3,-4357,-7.3
"15000","1","62","54","0","2017","A","",10,2927,255281306,0,0,1677,87211,"",1.96,1.62,2.00,0.00,0.00,1.23,1.23,"",0,0.0,53,1.8,8808777,3.6,0,0.0,0,0.0,28,1.7,1447,1.7
"15000","1","621","55","0","2017","A","",3,571,54315553,0,0,1830,95179,"",1.43,3.35,4.37,0.00,0.00,1.31,1.31,"",0,0.0,11,2.0,3584218,7.1,0,0.0,0,0.0,89,5.1,4641,5.1
"15000","1","6214","56","0","2017","A","",3,571,54315553,0,0,1830,95179,"",5.44,9.22,12.53,0.00,0.00,1.36,1.36,"",0,0.0,11,2.0,3584218,7.1,0,0.0,0,0.0,89,5.1,4641,5.1
"15000","1","62149","57","0","2017","A","",3,571,54315553,0,0,1830,95179,"",5.53,9.25,12.56,0.00,0.00,1.36,1.36,"",0,0.0,11,2.0,3584218,7.1,0,0.0,0,0.0,89,5.1,4641,5.1
"15000","1","621493","58","0","2017","A","",3,571,54315553,0,0,1830,95179,"",11.78,24.58,33.45,0.00,0.00,1.36,1.36,"",0,0.0,11,2.0,3584218,7.1,0,0.0,0,0.0,89,5.1,4641,5.1
"15000","1","622","55","0","2017","A","",2,2003,187606248,0,0,1802,93678,"",1.26,1.28,1.66,0.00,0.00,1.29,1.29,"",0,0.0,47,2.4,5215849,2.9,0,0.0,0,0.0,9,0.5,451,0.5
